label,comment
2.0,mình bị roí loạn lo âu mất ngủ nong được tư vấn
2.0,mình muốn gửi thư cho add thì ở đâu nhỉ
2.0,mỗi bữa ăn không còn giọng nói thân quen
2.0,thò tay mà bứt cọng ngò thương em đứt ruột giả đò ngó lơ
2.0,tiếp cận khong dụng ý xấu loài vạt sẽ nhận ra
2.0,chắc là bị đột quỵ
2.0,trễ p ạ
2.0,gia đình thật quá biến thái
2.0,xin chia buồn cùng gia đình gia đình tôi cũng vừa mất đi đứa cháu ngoại thân yêu đang ôn thi lên cấp rất đau xót nỗi đau quá lớn không biết tới bao giờ mới nguôi ngoai
2.0,cuốn quá bro bel
2.0,nhái hôn nhân có gì vui
2.0,bà nội của mình cũng vừa mất mình rất hiểu nỗi đau này mặc dù mình mới lớp
2.0,thò tay mà bứt cọng ngò thương em đứt ruột giả đò ngó lơ
2.0,buồn quá mọi người ơi muốn biến mất trên đời này qua để không phải buôn để không phải suy nghĩ
2.0,đã xem video này của anh quéo từ hồi nó mới ra mắt năm lúc đó em còn đang là sinh viên và xem trước cũng như tự nhủ rằng mình sẽ chuẩn bị đủ để đối mặt với nó nhưng đến bây giờ ngày sau khi đã đi làm được năm chưa bao giờ em lại thấy nó vô định tuyệt vọng và trống rỗng như vậy để hàng giờ trên công ty trôi qua cách vô nghĩa lung lay và mơ hồ về năng lực của bản thân yếu đuối trước vòng xoáy bè phái của chính trị văn phòng là con cừu đen không thân thiết được ai trong căn phòng người này em lại quay về tìm kiếm lối thoát cho mớ bòng bong trong tâm trí rối loạn này của mình và rồi em lại tìm tới anh quéo sau quãng thời gian gần đây không còn theo dõi anh để rồi nhận ra video này của anh vẫn ở đó như để em quay trở lại tìm kiếm và tìm cách cứu chữa cho tình trạng hiện tại của mình cảm ơn anh rất nhiều không biết nói lời nào để thể hiện được rằng mặc dù chưa từng gặp anh lần nào nhưng anh lúc nào cũng ở đó chìa tay ra để giúp đỡ khi bản thân em gặp khó khăn trong tâm trí cảm ơn anh nhiều lắm ước muốn của em trong thâm tâm này là muốn làm một người thầy muốn chia sẻ những điều tốt đẹp về cảm xúc sự ấm áp về tình cảm và tinh thần mà mình có thể trao cho lẫn nhau dù em đang làm trong ngành kiểm toán một ngành khô khan về lý tính và số liệu chắc có lẽ em nên tìm đến việc học nghiệp vụ sư phạm để có bước đầu tiên trong việc trở thành người thầy có thể hơi ích kỷ nhưng mình viết lên đây để giãi bày những bế tắc đã kìm nén trong thời gian qua của mình mong rằng anh quéo hoặc đội ngũ admin cũng như mọi người nếu có thể đọc được có thể chia sẻ vài lời với nhau như những người bạn tâm sự với nhau nhé đà nẵng ngày nam
2.0,không đủ tiền đổ xăng đạp xe giữa nắng mà nước mắt chực rơi
2.0,chiến thuật không có thế mà làm hlv được lối đá bạc nhược rơi rạc thay người vô tội vạ không có nổi cú sút đá công lên không được không biết ai giới thiệu cho vpf mà hay thật từ khi thay hlv chưa một lần được ăn mừng đúng nghĩa quá buồn
2.0,nguyện cho những ai khi xem được video này tất cả đều được bình an khỏe mạnh cầu gì cũng được nguyện gì cũng thành ai cô đơn sẽ có nơi nương tựa ai nghèo khổ sẽ thoát nghèo ai không có cơm no áo mặc hàng ngày nguyện sẽ được đủ đầy nam mô anh di đà phật
2.0,cho con tên bài hát thầy ơi
2.0,ủa sao tủi y như tủi
2.0,xin chia buồn cùng bà
2.0,bạn bè đi cà phê mình chỉ dám uống nước lọc
2.0,lúc xe lăn bánh rời bến quê là lúc nước mắt bắt đầu rơi
2.0,tôi nghĩ bọn họ rất tốt bụng
2.0,cuối cùng thì tất cả mọi người đi về nghĩa trang thôi
2.0,tớ đã thích một người thích đến sâu đậm cái gì cũng nghĩ đến cậu trong cuốn nhật ký của mình chỉ toàn viết đến cậu cho đến khi cậu tìm được tình của cậu còn mình thì vẫn mang những giấc mông hão huyền
2.0,đêm nào cũng nằm trằn trọc nghĩ về chuyện con cái
2.0,đêm nằm nghe tiếng mưa rơi mà cứ nghĩ về mái tôn nhà cũ
2.0,tôi viết những dòng này giữa thành phố ồn ào mà lòng đau như cắt
2.0,mg em bình an vô sự
2.0,ông nọi mình vẫn còn chx mất những bà nọi mình thì
2.0,cậu chuyện người bố bỏ đi vì mẹ quá quắt kg biết quan tâm chia sẻ vói chồng sao giống hoàn cảnh nhà tôi quá vậy người phụ nữ này giống hệt tính cách mẹ tôi nhiều lúc con cái cũng cảm thây chán nản ngán ngẩm
2.0,lúc này chỉ muốn được nghe những lời an ủi này thật sự lúc nào cũng bế tắc và mệt mỏi như thế này thời điểm này thật tồi tệ
2.0,trời ơi lớp học hay là cái đám cưới
2.0,ai bị rối loạn lo âu thì tìm trang giang yana có phương pháp chữa không dùng thuốc nhé chúc mọi người mau khỏe
2.0,nếu hôm đó tôi về sớm có lẽ mọi chuyện đã khác
2.0,cảm ơn rất nhiều
2.0,có hôm ăn xong bữa cuối cùng mà chưa biết mai ăn gì
2.0,toàn diễn viên hollywood
2.0,mình cũng có khác gì đâu vừa đi học về thì phải đội khăn tang
2.0,lương làm thêm vừa đủ tiền học phí là thấy may mắn lắm rồi
2.0,muốn có tiếng khóc trẻ thơ trong nhà lắm rồi
2.0,bạn bè đi cà phê mình chỉ dám uống nước lọc
2.0,con đang bị rối loạn lo âu tim đạp nhanh sợ hãi và mất ngủ con hy vọng có thể được giải thoát qua những bài giảng của thầy
2.0,tâm linh không đùa giỡn được đâu
2.0,sống giữa người dưng chẳng bằng được một ánh mắt của mẹ
2.0,mẹ đi chậm hẳn đi từng bước một
2.0,uồi hay thế ra phần đê
2.0,cảm giác như không ai muốn tôi tồn tại
2.0,ước gì không ai bị tử hình
2.0,mỗi lần đi làm về ngang qua quán ăn là nhớ bữa cơm nhà
2.0,có những lúc đói nhưng không dám gọi điện xin tiền về quê
2.0,sao thấy quen quen vâậy
2.0,cảm ơn chương trình rất nhiều thanks for post
2.0,hôm nay bộ đồ chị mặc cưng ghê và rất mlem mlem
2.0,cho hỏi thuốc này bán thế nào vậy bác
2.0,thằng tú bây giờ chuyên nói láo đã phá giới mà còn hay bạo biện tu hú hả tú ơi ai mà tin tú nữa
2.0,một ngày trôi qua thì ta luôn nhìn lại xem mình đã tệ như thế nào để mọi người nói đến thật sự trong mỗi người đều có cái được gọi là cô đơn điều đó còn như một người cười bên ngoài những khi họ về nhà thì họ dần chìm sâu vào cái âu lo muội phiên đau lòng trầm tư nó có đk nhỉ
2.0,ủa sao không nói gì đại học bình dương vậy
2.0,ước gì mình tàng hình để được ngắm bình minh ngắm mây ngắm biển tận hưởng sự bình yên và tự do mà đó giờ tôi không có
2.0,bì thì
2.0,ăn cơm chan nước tương nhưng vẫn cố tỏ ra ổn khi bạn hỏi thăm
2.0,hay bạn làm tập full nữa xong rồi cho tất cả quay lại với nhau đi nhóm của gấu ngốc
2.0,tôi sợ một ngày về quê mà không còn thấy cha mẹ chờ trước ngõ
2.0,đôi khi nỗi buồn lớn đến mức không thể thở nổi
2.0,nhìn bạn bè đi làm còn mình vẫn đang nợ môn
2.0,tự trách mình sao chưa thể làm mẹ
2.0,sao gia đình dóng như gia đình g i ế t người v
2.0,mong có nhiều người như này
2.0,thiếu nợ tr mà nghe sao thắm quá nhưng đế mình vượt qua chắc kg nỗi quá
2.0,thấy mẹ lặng lẽ dọn dẹp mà lòng quặn thắt
2.0,đã xem video này của anh quéo từ hồi nó mới ra mắt năm lúc đó em còn đang là sinh viên và xem trước cũng như tự nhủ rằng mình sẽ chuẩn bị đủ để đối mặt với nó nhưng đến bây giờ ngày sau khi đã đi làm được năm chưa bao giờ em lại thấy nó vô định tuyệt vọng và trống rỗng như vậy để hàng giờ trên công ty trôi qua cách vô nghĩa lung lay và mơ hồ về năng lực của bản thân yếu đuối trước vòng xoáy bè phái của chính trị văn phòng là con cừu đen không thân thiết được ai trong căn phòng người này em lại quay về tìm kiếm lối thoát cho mớ bòng bong trong tâm trí rối loạn này của mình và rồi em lại tìm tới anh quéo sau quãng thời gian gần đây không còn theo dõi anh để rồi nhận ra video này của anh vẫn ở đó như để em quay trở lại tìm kiếm và tìm cách cứu chữa cho tình trạng hiện tại của mình cảm ơn anh rất nhiều không biết nói lời nào để thể hiện được rằng mặc dù chưa từng gặp anh lần nào nhưng anh lúc nào cũng ở đó chìa tay ra để giúp đỡ khi bản thân em gặp khó khăn trong tâm trí cảm ơn anh nhiều lắm ước muốn của em trong thâm tâm này là muốn làm một người thầy muốn chia sẻ những điều tốt đẹp về cảm xúc sự ấm áp về tình cảm và tinh thần mà mình có thể trao cho lẫn nhau dù em đang làm trong ngành kiểm toán một ngành khô khan về lý tính và số liệu chắc có lẽ em nên tìm đến việc học nghiệp vụ sư phạm để có bước đầu tiên trong việc trở thành người thầy có thể hơi ích kỷ nhưng mình viết lên đây để giãi bày những bế tắc đã kìm nén trong thời gian qua của mình mong rằng anh quéo hoặc đội ngũ admin cũng như mọi người nếu có thể đọc được có thể chia sẻ vài lời với nhau như những người bạn tâm sự với nhau nhé đà nẵng ngày nam
2.0,bộ binh đang di chuyển gặp đối phương tấn công bằng đạn chùm thì coi như xóa sổ
2.0,chưa bao giờ có cảm giác tuyệt vọng như lúc này
2.0,thă người ta u se qua câ u ru t van thôi
2.0,có hôm ăn xong bữa cuối cùng mà chưa biết mai ăn gì
2.0,mỗi ngày đi làm như một cỗ máy quên mất mình từng có mơ ước
2.0,xem mà muốn khóc luôn chia buồn cùng gia đình
2.0,khi tìm được tình yêu mới thì người vợ sẽ sẵn sàng bỏ cả chồng con để đi theo người tình và họ sẽ có con mới với người tình
2.0,cô mình thì cây cây cây cây cây cây cây cây cây cây được thưởng quà xịncô mình đánh đau lắm
2.0,nhìn béo như nhau là đúng gu rồi
2.0,cách tạm biệt lỗi lo bớt mong cầu và bớt tránh né bạn phải có kinh nhiệm đối ứng và bạn phải có trí tuệ bạn phải tự tin hoặc là bạn phải có sức chịu đựng bạn có khả năng hài lòng với những gì mình đang có
2.0,anh ấy từng lấy tôi lên khỏi hố đen của mình và rồi cứ vậy mùa xuân năm ấy tôi với anh ở bên nhau đến khi dừng lại vờ như tôi không yêu anh ấy nhưng rồi giờ tôi nhận ra tôi yêu anh đến nhường nào lòng tôi đau như thắt lại và muốn anh lại về bên tôi lần nữa tôi đã có nhưng thứ tôi đã luôn cố để có nhưng anh thì không
2.0,phước nghiêm hướng đoàn tu theo hạnh mờ ám của đạo mật không phải đạo phật
2.0,sợ lém sợ lém
2.0,cứ đổ hết tội trạng cho trương mỹ lan những người giúp sức cho bà lan mới cần xem xét nghiêm minh nếu không được giúp sức như vậy thì bà lan không thể phạm tội như vậy
2.0,bản chất con người là luôn luôn thay đổi thay đổi về tính cách ngoại hình lối sống suy nghĩ nên có thể bạn gặp đúng người hợp với cái gu của bạn vào thời điểm nào đó nhưng qua thời gian thì tính cách lối sống cảm xúc của họ sẽ thay đổi cà tình cảm họ dành cho bạn nữa cũng thay đổi nên kết cục của ty thường là buồn là điều dễ hiểu mà
2.0,tôi nghĩ lên xe nào cũng chết cả thôi
2.0,qua bai viet ve người bo người bo co người ban that tiyet voi va toi cung co người ban nhu vay hon ca người chong cua toi va dua toi không ai thay doi ve tinh net va chinh vi dieu do moi khi toi len con dong kinh va giang chinh la người tuyệt vời mhat
2.0,tô điểm trí tuệ thăm dò mưu sinh
2.0,căn nhà không còn tiếng cười như xưa
2.0,tuổi thơ của học sinh thời nay chứ
2.0,đồng lương nhỏ mà dạy tôi bài học lớn về giá trị cuộc sống
2.0,có những ngày tôi chỉ biết nhìn trần nhà
2.0,má buồn v má
2.0,cô mình thì cây cây cây cây cây cây cây cây cây cây được thưởng quà xịncô mình đánh đau lắm
2.0,tôi cũng bi vo tôi vô tội buôn tôm nha chú đề lần vì ông đồ đảm chuyên sản xô khách hàng là nuvo tôi là cháu vẫn bị chu ngoài tihnen tôi khó lam
2.0,sống tằn tiện đến mức không dám ăn thịt trong cả tuần
2.0,có không vậy trời
2.0,thă người ta u se qua câ u ru t van thôi
2.0,mê phim này
2.0,ba mẹ ngày xưa cực khổ nuôi mình giờ chỉ mong báo đáp
2.0,marcelo ngoài adn còn có sự chăm chỉ khiêm tốn hình như anh đang nói về rm cũ chứ không phải rm hiện tại giờ đây đội bóng toàn những cái tôi cao ngút ngạo mạn và lười biếng
2.0,lớp t hôm trước hành lang ướt do mưa hất vô mấy khứa bạn ra trượt mưa
2.0,mọi người ơi năm nay mình không được giấy khen đó là điều mà mình buồn nhất mọi người có cách nào không
2.0,camera ảnh nhiệt nhận diện rõ thế này thì thiết giáp hoặc bộ binh khi đã bị phát hiện với hỏa lực của đạn chùm chắc chắn tổn thất không hề nhỏ
2.0,yêu là chết trong lòng nên đa số buồn hơn vui
2.0,đôi khi thấy mình thật vô dụng
2.0,căn phòng thuê mười mét vuông không chứa nổi nỗi cô đơn
2.0,thời sự quốc tế ukraine ngày liên tiếp nhận tin dữ mỹ hành động vượt dự đoán
2.0,không ai được lựa chọn nơi nơi mình sinh ra huyền sinh ra chong một gia đình không được mai mắng nên em ấy mới bị vậy đúng không vũ chị thấy mọi người đẩy thuyền em và huyền nhiều lấm thấy em và huyền ngòi cạnh bên thấy vui vui y như coi phim vậy
2.0,nam mô bổn sư thích ca mâu ni phậtxin tri ân thầy
2.0,muốn mua liều
2.0,bệnh này điều trị ở đâu mình bị năm rồi hiện tại không lao động được
2.0,chỉ có thể giải thoát cho nhau
2.0,hôm nay tớ không không ổn
2.0,em năm nay tuổi cũng còn là sinh viên nhưng em bị nản và đang có í định muốn buông bỏ đọc từng comment câu chuyện của mọi người em cảm thấy mình kém quá không có í chí vươn lên không dám đối diện với chính bản thân mình nỗi sợ của mình ngày càng em thấy mình chỉ mặc thời gian trôi qua không muốn đến trường loay hoay kiếm việc làm thêm ba mẹ người thân gọi không dám bắt máy em không dám đối diện với gia đình mình ngay lúc này tâm trí em chán nản cứ muốn đi đâu đó thật xa như chạy trốn khỏi sài gòn này nhưng mà định đi thế đến bao giờ không lẽ định chạy trốn cả đời này hay sao quay về nhà thì càng không được ở lại thì không tìm ra đường đi em cảm thấy rối bời trong suy nghĩ của mình cảm ơn mọi người đã đọc nếu hữu duyên mong nhận được những lời chia sẻ thật lòng của mọi người em cảm ơn rất nhiều
2.0,tôi sợ một ngày về quê mà không còn thấy cha mẹ chờ trước ngõ
2.0,má tội nữ quá trả thù cho mình nhưng khổ quá
2.0,mình đã từng bị trầm cảm do phải đi học thêm quá nhiều áp lực điểm số và câu nói huyền thoại mà bô mẹ hay dùng chình lạ mày nhìn con nhà người ta đi nó học giải như thế đấy còn mày chả được tích sự gì lúc đó mình cảm thấy không muốn sống nữa áp lực thật sự
2.0,đôi dép rách tôi vẫn đi vì tiền đó dành đóng học phí
2.0,cha mà thua một con chó đến con ruột mà cũng giết
2.0,tôi không cảm thấy yêu thương từ gia đình
2.0,em cũng từng thích đơn phương một người năm cấp năm rưỡi đầu thì là đơn phương thật xong em từ bỏ vì cậu ấy có người yêuđược tháng thì nghe tin chia tay em vui nhưng cũng không dám mang mộng tưởng vậy mà sau đó em cảm nhận được sự quan tâm đặc biệt của cậu ấy cho em không nói chuyện nhưng qua hành động cả hai đã biết tình cảm của nhaugiờ cũng kéo dài tháng gồm nghỉ hè rồi
2.0,tội mấy đứa nhỏ chỉ toàn gặp ác mẫu
2.0,tôi bị ám ảnh bởi lời mắng của thầy cô
2.0,nếu các ông muốn biết thì cô ấy là eva elfie
2.0,tôi cảm thấy bất lực trước mọi thứ
2.0,mình cảm thấy ngột ngạt và lo âu những vấn đề đang diễn ra và sẽ diễn ra trong tương những suy nghĩ này ảnh hưởng và làm xáo trộn cuộc sống hằng ngày của mình quãng thời này thật sự quá khó khăn mình bị rối loạn lo âu và ngày ngày sống trong lo lắng sợ hãi mong bản thân mạnh mẽ và vượt qua được nghe xong bài này mình cảm thấy mọi thứ trở nên nhẹ hơn chút cảm ơn admin
2.0,mỗi lần thấy người khác có mẹ tôi lại thấy tủi thân
2.0,mỗi lần thi là một lần sợ hãi
2.0,mình đã từng bị trầm cảm do phải đi học thêm quá nhiều áp lực điểm số và câu nói huyền thoại mà bô mẹ hay dùng chình lạ mày nhìn con nhà người ta đi nó học giải như thế đấy còn mày chả được tích sự gì lúc đó mình cảm thấy không muốn sống nữa áp lực thật sự
2.0,oe là sao nữaaaa
2.0,một tô mì ăn dở dang cũng khiến mình rơi nước mắt vì tủi
2.0,bản chất con người là luôn luôn thay đổi thay đổi về tính cách ngoại hình lối sống suy nghĩ nên có thể bạn gặp đúng người hợp với cái gu của bạn vào thời điểm nào đó nhưng qua thời gian thì tính cách lối sống cảm xúc của họ sẽ thay đổi cà tình cảm họ dành cho bạn nữa cũng thay đổi nên kết cục của ty thường là buồn là điều dễ hiểu mà
2.0,yêu là chết trong lòng nên đa số buồn hơn vui
2.0,tội bà ngoại quá
2.0,ước gì không ai bị tử hình
2.0,thật ra bài này được sáng tác trước khi cô gái mấtmn vẫn nghĩ rằng bài này cho người con gái đã khuất của ông
2.0,tôi thường khóc một mình trong phòng
2.0,tức là xe mới là xe đúng
2.0,mv xem mà đau phết
2.0,ông ngoại mình cũng mất rồi
2.0,chỉ ước có thể quay lại hôm ấy để nói lời tạm biệt
2.0,chỉ còn lại những ký ức trong tim
2.0,mình cũng vậy nè bà hứa với mình là chết rồi
2.0,nay là ngày cuối cùng của năm chỉ còn tháng nữa là tết đến mình đã lên kế hoạch cho cuộc đời mình qua tết này mình sẽ đi nghỉ làm đi chụp ảnh thẻ sau đó sẽ đk hiến tạng và rồi mình sẽ chọn cái chết đến giây phút này trong mình chẳng còn tia sáng nào có thể kéo mình sống tiếp cả mình đã quá mệt rồi sau cùng chỉ có chết đi thì bản thân mình mới không đau khổ nữa
2.0,mẹ gọi hỏi có mệt không mà không dám nói thật
2.0,mình đang bị giờ ngủ không được luôn
2.0,em đang rất lo lắng và cảm thấy có lỗi khi làm sai trong một dự án cộng đồng và gây ra hậu quả không tốt xem xong ví dụ của chị em đã phấn chấn hơn rất nhiều cảm ơn chị nhiều lắm ạ
2.0,tệ lắm
2.0,ông ngoại mình cũng mất rồi
2.0,thời đại rồi mà cầm quyền như thời trung cổ
2.0,nhìn bé khóc thấy thương quá
2.0,ba không na n na y đa cươ p đoa t bao nhiêu tiê n ba chị cu anh mo i ngươ i đê n nay cu người không khă chị phu chị to anh anh n thi hư anh he n tra tiê n la i cho chu người tôi nhưng chơ ma i chă người thâ y hô i âm thâ t la đau lo người
2.0,trời ơi lớp học hay là cái đám cưới
2.0,mỗi lần họp gia đình là tôi lại lo sợ
2.0,lâu lắm không gặp đại ca mềnh
2.0,mình đã đi qua và nếm trãi bao nỗi buồn trong đời giờ thì chỉ mong sk tốt và tâm thái bình yên để cân bằng xin đừng mang lại biến cố gì nữa cố gắng bỏ qua để vui vẻ
2.0,mỗi gói mì là một bữa tối với bao ước mơ chưa kịp nở
2.0,sinh viên nghèo chỉ mong học xong sớm để đỡ gánh nặng cho cha mẹ
2.0,làm gì giờ không ai chơi chung với gia đinh tháng này het làm ngày càng tệ ít người xem
2.0,sao không đập thằng chồng nó chơì hết con này tới con khác thôi đánh cả đời củng không hết đâu chị vợ ạ lo mà đánh son sửa sạn lại là nó sợ à chị ạ
2.0,hay ghe
2.0,tội em quá
2.0,để chuyển đổi từ giây sang năm chúng ta cần sử dụng các phép tính sau một phút có giây một giờ có phút một ngày có giờ một năm có ngày không tính năm nhuận do đó chúng ta có một phút giây một giờ phút giây một ngày giờ giây một năm ngày giây bây giờ chúng ta sẽ chia tỷ giây cho số giây trong một năm để ra số năm
2.0,chia buồn cùng gia quyến ạ
2.0,sống để làm gì khi không còn người thân bên cạnh
2.0,tôi nợ tr đã gắng hết sức vì gia đình nhưng đến phút cuối mới nhận ra rằng vợ mình xem mình có cũng như không cảm giác chán trường ai hiểu được tôi không nam mô bổn sư thích ca mâu ni phật che chở cho con qua nổi đau này
2.0,lúc học thì áp lực lúc nghỉ thì lo sợ
2.0,mỗi ngày trôi qua chỉ toàn buồn bã
2.0,lưng cha còng đi nhiều lắm rồi
2.0,thời gian kéo dài nhận án tử sống còn khổ hơn chết tinh thần dằn vặt không chịu nổi thôi thì cũng hết một kiếp người tấm gương tử hình như vậy mà rất nhiều người lao vào những người người dư ăn dư mặc những người có ăn học những người có địa vị xã hội thật đáng buồn
2.0,tết đến mà trong túi không còn nổi k chỉ biết cười buồn
2.0,bây h cảm xuc của tớ cũng khongbiet như thế nào nữa khi mà tớ bị trươt học sinh giỏi điều đó rất là bthuong nhưng mà công sức mà tớ bỏ ra và cô tin tưởng vào tớ nhưng thât sự tớ rất buồn khi tớ chỉ thiếu điểm và một mình tớ không có giải mà các bạn lại có điều đó tớ cảm thấy rấ áy áy mặc dù bên ngoài tớ rất vui vẻ nhưng khi về đến nhà tớ lại cảm thấy rất áy náy và tủi thân và tớ luôn đặt ra câu hỏi tại sao mình không cố gắng thêm tí nữa để đỡ có kết quả buồn như bây h
2.0,mỗi gói mì là cả một câu chuyện dài về sự cố gắng và chịu đựng
2.0,mong em an toàn gia đình đừng lo quá
2.0,một ngày trôi qua thì ta luôn nhìn lại xem mình đã tệ như thế nào để mọi người nói đến thật sự trong mỗi người đều có cái được gọi là cô đơn điều đó còn như một người cười bên ngoài những khi họ về nhà thì họ dần chìm sâu vào cái âu lo muội phiên đau lòng trầm tư nó có đk nhỉ
2.0,muốn có tiếng khóc trẻ thơ trong nhà lắm rồi
2.0,những tháng sống nhờ mì tôm là những tháng đáng nhớ nhất đời sinh viên
2.0,tệ lắm
2.0,cái cảm giác mà mới ra trường đi làm anwm lương mấy triệu nhưng vắt kiệt sức khỏe mình nghỉ làm về quê phụ gia đình buôn bán cứ nghĩ mọi chuyện sẽ bình yên qua ngày thì không hề vẫn là tự mình kiếm tiền cho bản thân là cảm giác dễ chịu nhất như anh có chia sẻ mình mất hẳn gần năm lang thang rồi quay vào ô khủng hoảng để thích nghi với việc lương thấp và tập bỏ đi cái tôi cá nhân của bản thân than thở xíu thôi ở tuổi mình chúc mọi người cũng sẽ sớm vượt qua và mình nhất định cũng sẽ làm được
2.0,tội nghiệp trần ngôn từ
2.0,chắc là bị đột quỵ
2.0,cho hỏi thuốc này bán thế nào vậy bác
2.0,ở đây có ai thực sự đang nợ hơn tỷ mà tài sản chẳng còn gì không ạ
2.0,bạn đã có ty chưa
2.0,xin chia buồn cùng bạn ấy
2.0,cách tạm biệt lỗi lo bớt mong cầu và bớt tránh né bạn phải có kinh nhiệm đối ứng và bạn phải có trí tuệ bạn phải tự tin hoặc là bạn phải có sức chịu đựng bạn có khả năng hài lòng với những gì mình đang có
2.0,mỗi gói mì là một bữa tối với bao ước mơ chưa kịp nở
2.0,đêm nghe tiếng lòng thở thanai vì ai mà mang đớn đau ôm những tro tàn dở dangđi về nơi từng thương lấy nhausao nỡ sao đành rời xa để duyên tình ta giờ đây trái ngangchân bước đi tìm men sayđể cho lòng tôi đớn đau vô vàntôi cố che giọt lệ tuônem cùng ai cầm tay bước quachim quý phải tựa lầu sonthân hèn bên niềm đau xót xatheo áng mây về nơi nao đây hoàng hôn mình ai ngóng trônghoa cuốn theo dòng đời trôiđi về đâu tôi ngồi trông theochiều thu họa bóng em mây giăng lem xê tàhoàng hôn từ ấy lâu kêu thay tên của ngườigọi nhau là cố nhân ai ơi đau thắt lòng từng thương lấy nhau như bóng với hìnhai vừa nói câu yêu thương tôi đây mà vậy ai vừa bước chân lên xe hoa đi rồi trời thu buồn kéo mưa theo mâymờ giăng lối lấy em tôi đi rồitình đời hợp tan mắt ai ưu sầu nụ cười ngày nao đã phai lâu rồicành hồng vừa trao mà giờ này lòng mình đaugiờ thì tình này về đâu sao phải quên thật mau giờ thì còn ai ngóng ai mong chờ ngày người về nơi ấy ta không ngờvì người mà đauman mác theo sương mờlòng người giờ này tựa một bức tranh phai màubên lầu son còn ai trên đời hiểu thấu giờ này sầu tình tự mình trách thân ngu khờtrao tình yêu cho ai bây giờ ngu ngơ một ngày thu nhạt phai tình tànchiều hoàng hôn vì ai vội vànglòng nặng mang trách ai trách thân cơ hànnhìn vào ly rượu cay thầm cườigiờ bàn tay người buông thật rồithì mình ta ôm nỗi đau về sauchiều thu họa bóng em mây giăng lem xê tàhoàng hôn từ ấy lâu kêu thay tên của ngườigọi nhau là cố nhân ai ơi đau thắt lòng từng thương lấy nhau như bóng với hìnhai vừa nói câu yêu thương tôi đây mà vậy ai vừa bước chân lên xe hoa đi rồi trời thu buồn kéo mưa theo mâymờ giăng lối lấy em tôi đi rồingười ở đâu người ở đâu anh kiếm tiềm dáng ai đã phai lâu rồigiờ nơi đâu về nơi đâu anh kiếm tiềm dáng ai đã phai mờ phaichiều thu họa bóng em mây giăng lem xê tàhoàng hôn từ ấy lâu kêu thay tên của ngườigọi nhau là cố nhân ai ơi đau thắt lòng từng thương lấy nhau như bóng với hìnhai vừa nói câu yêu thương tôi đây mà vậy ai vừa bước chân lên xe hoa đi rồi trời thu buồn kéo mưa theo mâymờ giăng lối lấy em tôi đi rồi
2.0,mỗi lần nhìn ảnh quê là lòng lại se thắt
2.0,thật sự mình cảm thấy bất lực hôm đó mình làm contest chồng nmlt thế nhưng chỉ được m mình lúc đó thật sự rất buồn năng lực của mình có thể hơn nhưng vì tâm lí đến giờ thì mình vânx còn rất buồn và tìm đến podcast của bạn
2.0,kim pải xem lại đừng quá côn đồ
2.0,nhái hôn nhân có gì vui
2.0,người bà luôn bên tôi giờ chỉ còn trong ký ức
2.0,thiếu nợ tr mà nghe sao thắm quá nhưng đế mình vượt qua chắc kg nỗi quá
2.0,em giờ mới xem được vid của anh xem xong vid của anh mà khóc rất nhiều em là sinh viên mới ra trường nhưng mất định hướng trong công việc em không biết bản thân mình thích gì không biết bản thân phải làm gì thất nghiệp ở lại thành phố không dám về nhà cũng không dám kể với gia đình một mình cô đơn giữa thành phố xa lạ em rất trầm cảm với cuộc sống chỉ mong muốn kiếm được công việc ổn định để giúp đỡ gia đình
2.0,vé vớt vào đến đây là tốt rồi
2.0,mẹ gọi hỏi có mệt không mà không dám nói thật
2.0,làm sao ngược dòng được thời có thì đỡ được chứ thì thôi bó tay
2.0,đg thất tình nghe xong chạm đáy nỗi đau luôn đang đứng trên nỗi đau xong h nằm bẹp dí luôn
2.0,mệt mỏi vì thất bại hãy bình tĩnh ngồi xuống nhận định nhũng sai lầm của mình nợ nần phải trả giải quyết cái nào trước cái nào sau đọc sách đọc tin tức đọc những gợi ý công việc mở đầu của thành công thật không dễ nếu có ý tưởng tốt thì phải có vốn thị trường có thời gian cho sản phẩm mới đi tới thành công được nhưng trong lúc thất bại nợ nần chồng chất tinh thần bấn loạn lúc nào cũng bị chi phối vì nợ đó là lúc ta chìm tận đáy xã hội đây là lúc ta khởi động lại tìm đường để bước lên thoát ra khỏi vũng lầy
2.0,sợ lém sợ lém
2.0,đuổi cô giáo này ngay lập tức tạm giam để điều tra không cần đợi điều tra rồi mới đuổi vì đã có camera ghi hình rồi còn chần chừ gì nữa
2.0,sống tằn tiện đến mức không dám ăn thịt trong cả tuần
2.0,tự nấu ăn bằng nồi siêu tốc vừa ăn vừa rơi nước mắt vì nhớ nhà
2.0,uae ôtô ưu tin trách tức trên tin trách tao isco
2.0,tôi bị bệnh mãn tính nhưng không dám nói ra
2.0,tôi cũng muốn có bố mẹ như thế
2.0,bữa ăn vội vàng bằng mì gói làm sao bằng bữa cơm quê đạm bạc
2.0,tôi đã từng sống qua những tháng như thế và tôi chưa từng quên
2.0,khi gặp áp lực chênh vênh trong công việc cuộc sống và tình cảm thì cô gái bên tôi bao nhiêu năm chọn thứ dể buôn bỏ nhất là tình cảm và tìm được giải phảt vẹn đôi đường là tìm ai đó giàu có hơn
