label,comment
1.0,xin chào tôi là vui vẻ nhưng mà công nghệ
0.0,pr cho fpt sao lại nói mạng chữ
1.0,mỗi lần xem vid của vui vẻ thì lun cuốn
1.0,đúng vid tôi cần mai kt p công nghệ
7.0,có vẻ như content càng ngày càng đi xuống thì phải
0.0,âm thanh rất nhỏ so với những kênh khác
0.0,fpt lag vl ông còn quảng cáo cho nó
1.0,vui vẻ làm về điện thoại ý
1.0,dear anh vui vẻ anh có thể cho em hỏi cái video review phim forrest gump bên anh làm đâu rồi được không ạ hôm sau em có tiết phê bình phim cần gì viu nhanh bộ phim đó em nhớ bên anh có làm rồi mà giờ tìm lại không thấy đâu chân thành cảm ơn anh d
1.0,hôm nay có đam lun
0.0,sao fpt book quảng cáo ở đây nữa cơ à
3.0,đứngmua shopee mà không có freeship có cái nịt t muaship đắt vãi ò
3.0,app đặt và áp đặt
0.0,công nghệ sinh ra để xoá dlb để có thể chiếu phim trên fpt play nhằm gia tăng lợi nhuận
0.0,đơn giản hóa showbizz đi anhh
1.0,đm màn mở đầu quá là sến vui vẻ
1.0,em yêu ép bê tông
3.0,đờ mờ fpt
1.0,video rat hai hài dón
1.0,video hữu ích mà xàm xàm vui ghe
2.0,hôm nay vui vẻ quảng cáo mượt vậy không dễ đoán như mọi hôm
0.0,phút đã có tận lượt xem
1.0,tuyệt vời vãi mới từ người chơi điện tử qua đây cuốn vãi ò
1.0,yêu anh
0.0,what s up
2.0,mới xem bên nhi đồng mất não xong lại qua đây xem nì
1.0,hello à vui vẻ
0.0,comment đầu
0.0,không ăn thua lắm
0.0,mãi khong nói kk
0.0,quan trọng là cách thể hiện lối chơi bản lĩnh thi đấu để ra sao thôi chứ như indonesia vào vòng chung kết world cup u thì làm cái túi đựng điểm cho các đội khác lấy
0.0,ông nói không hợp lý mình toàn hòa nhưng gặp toàn đội mạnh còn indonesia họ ở bảng dễ chịu hơn còn indonesia thì họ gặp đội mạnh ở tứ kết thua mà sao so sánh với họ
2.0,phân tích hay quá
3.0,tôi chọn thua bàn mà có vé wc u
0.0,world cup u mỗi năm sẽ được tổ chức ở kata cho đến hết năm
6.0,u indonesia là con cờ của hàn quốc vì nhất bảng này sẽ gặp bắc tt u hàn quốc vào bán kết né luôn urabêkitan rồi sẽ gặp bắc tt ở chung kết
0.0,hỏi kinh tế của trt rất khó khăn mà sao đội bóng đá trt mạnh như vậy như vậy bóng đá không cùng với kinh tế của một quốc gia
2.0,hagl xếp hạng vilic hàng mấy vậy trọng tài fc
1.0,phim hay lam nha chi da
3.0,chị biên tập cưng dị không phải con heo đó
0.0,hình như dạ không thích khánh thì phải
0.0,khách mời mc dễ thương vui nhưng phần hình ảnh đồ ăn hơi ít
1.0,bundesliga
1.0,chương trình gì có lvd là thích xem thôi
1.0,da thông minh quá cưng ghê
1.0,ẩm thực kỳ thú
1.0,chị dạ xinh quá à
2.0,ước gì chương trình mời anh quang trung
1.0,lâm vĩ dạ thông minh quá
1.0,chị dạ mặc áo tứ thân đẹp quá
0.0,còn anh lê nhân nữa
1.0,dạ cưng xỉu à chừoi
1.0,t thích gu múp múp giống anh khánh mà nhìn ảnh mặt cái quần trời má plem plem
3.0,trời chắc tôi xỉu sao idol tôi xinh vậy trời lvd
1.0,dạ nói chuyện có duyên quá và vui ghê
1.0,nhìn anh lập với anh khánh ăn ngon quá đi trông mà thèm tội chị dạ mải kể chuyện hahaa
1.0,anh quốc khánh dễ thương mà mọi người
3.0,khánh béo hú béo hí như đôrêmon cute ghê tập sau mời minh dự điiiiii
1.0,quốc khánh đe thương
1.0,chị lam vỹ dạ thông minh qua de thương
2.0,mong phát sóng chương trình thực khách vui vẻ mùa và nhiều mùa khác hơn nữa
1.0,dạ thông minh quá
1.0,thương dạ dạ quá à
2.0,má đẻ cái đầu ra trước kkk
2.0,rất nhớ dau homemade
1.0,khánh dễ thương
1.0,cô tấm của tui hôm nay xinh xĩu
1.0,dạ xinh quá
0.0,l v dạ lúc nào cũng đáng yêu còn huýnh lập cũng dễ thương luôn
0.0,mình hài nhất với món tem nai trộn thính nem mà cs thính ở trỏng lun
1.0,các anh thật là ga lăng
1.0,ac hài hước dễ thương
6.0,càng thích dạ lập
2.0,dạ hay quá đa kkkkk má đẻ cáu đầu ra trước
2.0,ối giồi ôi dạ xinh quá
2.0,dạ vui quá đồ ăn lần này thấy cũng ngon ghê
2.0,yêu dạ quá nhiều hâhha
1.0,phút chị hay quá hen dạ said má đẻ cái đầu ra trước nhịn cười khong nổi
1.0,lá mơ chiên với trứng ngon lắm
0.0,ct mời chị lan ngọc đi ạ
1.0,chị em ăn ngon lành hen
1.0,dạ đẹp quá
1.0,bắp bòa giọng cưng xỉu á
1.0,bả kể chuyện giọng cưng ghê á
6.0,có khách mời mời puka và gin đi được không
1.0,cưng chưa kìa
0.0,yêu mẹ người con gái huế mộng mơ nay mẹ mặc đồ bắc xinh như thiếu nữ í
1.0,bụt ơi con muốn cô tấm áo hồng
1.0,love dạ
1.0,vỹ dạ dễ th quá
1.0,yêu lâm vỹ dạ dễ thương đáng yêu xinh đẹp
1.0,chị dạ xinh quá đi đáng yêu nữa
1.0,nàng tấm lâm vỹ dạ của tôi sao cứ làm tim tôi loạn nhịp miết vậy nè
1.0,chi da thông minh quá anh lâp va chi da dê thương quá
2.0,hôm nay bộ đồ chị mặc cưng ghê và rất mlem mlem
1.0,anh lập với chị dạ cưng ghê
1.0,anh khánh với anh lập ga lăng với chị dạ quá nhìn cưng gì đâu
1.0,yeww công chúa của em lắm luôn
0.0,anh lập dễ thương quá
1.0,yêu mẹ dạ
1.0,dạ duyên dáng xinh đẹp thông minh
3.0,đề nghị viết tiêu đề đúng chính tả
1.0,anh lập cực ga lăng với chị dạ lun lúc nào ăn cũng gắp cho chỉ trước
0.0,bả lo kể chuyện cây thì là mà ông kia ăn hết món chả luôn nhìn mắt cười với thấy thương quá
1.0,chị dạ càng ngày càng xinh đẹp
0.0,má đẻ cái đầu ra trước
1.0,chị dạ dễ thương và xinh quá
6.0,hóng từ chiều đến h
1.0,chị dạ càng ngày càng xinh luôn
1.0,nay dạ hóa cô tấm rồi haaaaaa thiệt sự mỗi số mỗi nhân vật đây cũng là nét thú vị của chtrình
1.0,ai team chị da đâu rồi
0.0,huỳnh lập
1.0,chị dạ xinhh quá luôn duyên dáng hiền dịu anh lập dthw hài hước
0.0,team huỳnh lập điểm danh
1.0,tôi thích nhất là lâm vỹ dạ xinh đẹp dễ thương
1.0,ai lớp zu lvd
6.0,hóng bữa giờ
1.0,lòng tiếng
2.0,nhái hôn nhân có gì vui
0.0,con avater nữ là eva ef gì đó đúng không
6.0,giọng bạn nữ nào v
0.0,kết câu cuối
1.0,mặt đứa con gái trong video là ai vậy anh em
6.0,cho hỏi con nhỏ cu linh hay ghép vào là ai thế
0.0,vex ve
3.0,em chưa có người yêu ế vờ cờ lờ
1.0,sài gòn tếu hay mà
0.0,đơn giản hóa về mấy bọn nhận tiền quảng cáo giống anh đi
3.0,cạn lời với cái giọng
6.0,thế chủ kênh có người yêu chua
0.0,đơn giản hóa về hố đen đi anh
0.0,vượt qua giai đoạn do bản năng sinh sản quá lớn đầu lúc nào cũng có tình dục mới phán được câu này
1.0,gần valentine mà xem được video này
6.0,em gái nga đúng s gu anh link luôn
0.0,tên của nữ tóc vàng trong ví dụ tên là gì vậy
0.0,làm đơn giản hoá đọc thân đi anh
4.0,dảk quá nha
0.0,gòi sao hai đứa đó dô cùng nhà vệ sinh
0.0,đơn giản hoá vui vẻ ạ
1.0,haha sài gòn tếu nó xàm chít mọa hài độc thoại không ra hài độc thoại
1.0,có ai cắt nghĩa được tình yêucó khó gì đâu một buổi chiềugặp em đi ỉa không mang giấycầm tay đưa giấy thế là yêu
3.0,kí tôi đếm đến thấy đồng cảm
1.0,đơn giản hóa bạn thân
0.0,anh ký đi
1.0,mất nên tin vào tình yêu
1.0,ông nói saigon tếu phát saigon tếu đứng ngay chỗ video phát sau luôn ảo thật đấy
1.0,yêu của t
0.0,toàn eva elife thế này
0.0,admin cho hỏi mặt em người yêu là elle fanning có phải không nhỉ
0.0,đơn giản hoá fa hoặc độc thân
0.0,thử thách lớn cho đơn giản hoá nè đơn giản hoá phụ nữ
6.0,hài
0.0,biết viết welcome đúng chính tả dí ác
1.0,saigon tếu hay mà admin phải hiểu được con người miền trong ấy nó mới thâm sâu được ý nghĩa của câu chuyện họ kể khịa gì thì khịa nhưng này hơi sai nha
4.0,vl chiếu lại à
7.0,tình yêu như đĩa thịt gà
3.0,mày xúc phạm thiên chúa đubs không
2.0,tình yêu là sự rung động của chân chân giường chân người và chân thành
2.0,các bro tội quá nhể
1.0,sài gòn tếu vui tính tếu hay khịa nhỉ
0.0,cần đơn giản hoá thầy ba gà
1.0,ảnh nền điện thoại là melody marks còn em ngiu là eva elife toàn huyền thoại
2.0,có ai biết cái ảnh nữ đeo kính trong video này là ai không nhìn như amber heard ấy
6.0,đơn giản hóa nga đi anh
1.0,reup thi cử đi anh cái đó hay quá tr
0.0,ông nào có thể cắt đoạn rồi đăng lên tiktok không ạ
1.0,vãi cả đi xem seagames
2.0,bà ở ngoài background là melody mark đúng không
0.0,khí bằng bút chì may sau còn đỡ
3.0,rõ là reup
6.0,dụ ông người yêu mặc váy cho xem miết mà toàn bị chửi biến thái
0.0,reup đơn giản hóa tán gái đi anh lin
6.0,cái bạn nữ tây trong video tên là gì vậy các bro
2.0,đang thất tình thì gặp ngay video của anh
1.0,hóng vid sau
2.0,quả đề ba quảng cáo công nghiệp thế v
1.0,t nghi vui vẻ hay xem sẽ của eva elfi lắm
7.0,erva elfie ieoooo v
0.0,cho em hỏi tại sao anh không để chữ reup nữa ạ
1.0,sài gòn tếu vui mà chắc do khác biệt văn hóa vùng miền quá nên khó thấm hơn á chứ tui coi tui thấy tụi sgt thông minh vãi hài rất đầu chất xám không như ba cái hài rác nhan nhản trên mạng suốt ngày khoa mông khoe vú à mà cái hài mông vú kiểu đấy rất nhiều ở miền bắc nhé chả hiểu tại sao
0.0,trừ những điểm giống nhau ra thì không có gì khác nhau nghe lú thế nhỉ
0.0,á à phổng đạn anh em ơi dám hô hào anh em làm cách mệnh lật đổ xxx à
3.0,eva elfie mặc đồ xinh thật sự
1.0,em chào anh em mới theo dòi kênh của anh hy vọng anh có thể làm thêm nhiêu video reup hơn nữa ạ
6.0,sắp bán kênh rồi à
0.0,toác lói nhanh bao giờ thì bỏ kênh đi làm schannel
0.0,cả video thích đúng câu cuối
0.0,ôi nghe cái âm thanh lại hiện lên cái video ép ký
0.0,làm về rick roll đi admin
0.0,hâhhahah
1.0,có người yêu khen saigon tếu chắc bỏ luôn
3.0,con này dễ cong vờ cờ lờ
0.0,sau khi xem xong t nhận ra tình yêu không cần thiết
2.0,nếu các ông muốn biết thì cô ấy là eva elfie
0.0,tình yêu như chén muối tiêumuối nhiều thì mặn tiêu nhiều thì cay vãi ò
1.0,saigon tếu vui mà
3.0,trừ những điểm giống nhau thì không có gì khác nhau ủa alo d
1.0,tình yêu dễ giải thích vl về cơ bản là sự động dục của cá thế khác giới hoặc cùng
3.0,bây giờ toàn gold digger thôi
1.0,làm đơn giản hóa tình dục đi anh em đợi lâu lắm rồi
6.0,à làm đơn giản hóa ảnh dìm đuy à
0.0,các bạn ơi cho mình hỏi video đơn giản hoá giải phóng miền nam ở đâu vậy
0.0,đăng ký kênh nhận thông báo video mới
1.0,trách nhiệm thuộc về nhiều người lắm
0.0,nhà trường ngoài việc giảng dạy cũng cần phải có trách nhiệm đảm bảo cơ sở vật chất an toàn cho người học nữa
2.0,thời sự quốc tế ukraine ngày liên tiếp nhận tin dữ mỹ hành động vượt dự đoán
3.0,phương tây mơ hồ
0.0,thắng làm vua
4.0,tin thế giới kỳ lạ loài siêu sinh vật tham gia cứu hộ động đất ở myanmar
5.0,mười tám trẻ em mang súng và lựu đạn bàn kế hoạch tấn công nga
0.0,zelensky lẻo mép thật
2.0,những trẻ em đến từ natoo
2.0,ai tin thằng hề nữa
2.0,người mỹ lại được mua sản phẩm mình yêu thích với mức giá cao hơn trước nhiều lần do tăng giá thuế nhập khẩu
0.0,bọn uc cứ chơi vô khu dân cư ở nga thì nga không biết chơi lại hay sao bọn khủng bố phát xít uc giờ trách gì ai thắng hề với cái chính quyền uc chưa chết thì còn nhiều người dân phải chết vì chúng
1.0,ông trump chỉ muốn đánh bằng kinh tế chứ không đánh bằng vũ khí
1.0,tuyệt vời
0.0,kết cục của đất nước có vua hề làm tổng thống
2.0,trum lên là ừ toang luôn
3.0,nga trút tên lửa trúng nơi đông nghịt sĩ quan ukraine ông zelensky ngã quỵ
5.0,khủng khiếp video ghi lại khoảnh khắc hỗn loạn tháo chạy khi hộp đêm đổ sập vùi lấp hàng trăm người
2.0,t này còn ác hơn thời phong kiển
6.0,một đất nước mà người dân bị nhồi sọ nhồi sọ và nhồi sọ
3.0,thằng này tội ác nhiều lắm chắc chêt non thôi
0.0,tham lam doc tai se chet thoi no giet chu duong ac nhan
3.0,ton tai la biết lanh lung san sang tan nhan va tan bao khong chua mot ai du la ruot thit
0.0,nhìn mấy đứa trẻ là biết đất nước triều tiên ra sao rồi
3.0,một chế độ tàn bạo như vậy không bao giờ tồn tại được lâu vài
0.0,ua sao mp o hat nua het tien roi haha
1.0,mang vo co nhi di
3.0,sp dom giam
0.0,nói đụng đến tình cảm của quần chúng công chúng với lãnh tụ tối cao thủ tiêu bí mật không cần phải ra pháp trường đơn giản là thuốc độc
3.0,thế mà chả làm gì được triều tiên cuối cùng là chí phèo có hạt nhân mỹ cũng kiềng không làm gì được khi công dân mình bị gián tiếp giết
0.0,thằng heo kim young
0.0,tất cả vẫn là cơ trời vận nước khó biết trước được điều gì sẽ sảy ra tất cả chỉ là dự phòng
0.0,nói sao nghe đk thì thôi chứ tôi ghe không được ám sát hay thủ tiêu thì hàng đầu phải là mỹ xem vụ ông trum thì thấy đó và sẽ còn ám sát nữa còn triều tiên cứ dân tin yêu lãnh đạo là đk ông kim là nhà lãnh đạo chưa mắc sai lầm lần nào nhé tôi rất đồng tình với ông kim là cho dù dân triều tiên có phải ăn cỏ thì triều tiên vẫn phải có vkhn để chống lại đế quốc mỹ
3.0,cứ dân tin và yêu là được
0.0,con heo binh hoan cua the ky vu khi cua no dem ra lam bai hoai xa hoi loai thu tinh
1.0,nước phải có lệ nước nhà phải có lệ nhà mấy ả đào hát vô lối vô loài sướng ca vô loài đời trụy là phải tiêu diệt bằng vũ khí hạt nhân mới ổn định được loài người
1.0,chỉ cần viên kẹo là dântt bớt khổ
0.0,không có truyện đấy
0.0,lãnh đạo giỏi dân giàu nước moi manh
2.0,dân khổ dân đối là trách nhiệm của lãnh đạo
1.0,càng xem càng thấy đất nước này khó mà phát triển
0.0,kênh fbnc là kênh thân phương tây dùng từ đúng phony cách thân phương tây đưa tin không phải trung lập
2.0,triều tiên bóp mồm bóp miệng để san xuất tên lửa đe dọa thế giới
0.0,kim chỉ là kẻ chợ trời
3.0,lướt loạt comment toàn những người thiển cận góc nhìn hạn hẹp nhưng rất thích phán xét những thứ vĩ mô chỉ để cho người ta xỏ mũi dắc đi
0.0,nên nhớ mỗi quốc gia chế độ kiểm soát riêng mình như kiểu đất nước mỗi gia đình có kiểu dậy con cái khác nhau chả ai giống ai mình cứ làm tốt phận mình đi rồi phán xét người khác
2.0,phe này toàn là lo đỗ tiền phát triển hạt nhân đe dọa thẽ giới
3.0,bất tài đi với tan bao
0.0,bằng tuổi tao mà đã làm lãnh đạo rồi
2.0,cùi không sợ lỡ
3.0,ác độc tàn bạo và độc đoán không bao giờ tồn tại
2.0,kim pải xem lại đừng quá côn đồ
3.0,khổ dân
3.0,loài cầm thú không phải người
3.0,điều khó hiểu nhất là tại sao nó học ở thụy sỹ một đất nước dân chủ tuyệt vời như thế mà nó lại dối trá và tàn bạo với dân của nó như vậy
2.0,không on na n thật
0.0,nước mỹ đầy rẫy xấu xa nhưng lại chê triều tiên vì triều tiên chống mỹ kiên quyêt nhất
0.0,quá tội nghiệp cho nhân dân triều tiên
0.0,chỉ phần thôi còn lại là đồn đoán kim không cứng thì mĩ hàn sẽ thống nhất bắc hàn dân còn khổ nữa chiến tranh là điều không thể tránh
3.0,thằng này thực su da man
0.0,tôi nhìn nhân ông kim quá giỏi khi ông còn quá trẻ ông ấy làm viêc như vây để bảo vê đất nước
3.0,sao không cắt nhỏ bom hạt nhân ra chia mỗi người dân một ít
3.0,phải tàn bạo thì mới trị được dân
7.0,noi dung hay nhung thuyet trinh vien can phai qua them mot khoa huan luyen nua doc tin tuc ma cu nhu la tra bai vay hay cham lai chut nua de người nghe co the tham nhuan nhung gi ma ban dang trinh bay hay la ban dang chay dua voi th g
0.0,ưa tin kiêu kđ nguỵ chắt
2.0,chú ủn đừng có liều mạng mà chết thê thảm
1.0,hy vong han quôc có thể giải cứu cho người dân triêu tiên
2.0,bắc hàn có gì để gọi là thành công thời kim
3.0,thằng nhỏ này não nó không bằng thằng ở bãi rác nhưng nó là con vua nên nó là vua thôi
7.0,kênh tào lao
2.0,toii cho hàn nhìn trẻ con triều sắp chết đói không đành lòng lại phải tuồn lương thực qua ủn đang dọa nổ hạt nhân cho hàn chết sạch đó
0.0,tài ăn tài giết người
3.0,thăng nảy rồi bị báo oán
3.0,kim làm vậy để bảo vệ đất nước chứ yếu mềm như irắc đã bị mỹ xóa sổ rồi đó mấy anh thông cảm đi em phải có vũ khí hạt nhân để an toàn chết thì cùng chết vậy thằng mỹ mới sợ
6.0,thang nay chet som
2.0,giống nước nào gần đây ta
3.0,dân đói trẻ đói mà nhà nó mập là biết nó lảnh đạo s rồi ha
3.0,vì quá đau khổ nên dân gặp heo ủn là khóc
3.0,dân bắt hàn chưa ăn được thịt heo quay là còn khổ dài dài
2.0,thời đại rồi mà cầm quyền như thời trung cổ
0.0,ông kim có bản lĩnh quân sự tuyệt vời
0.0,dân triều tiên thiêu ăn thiếu mặc tất cả dồn vào quân sự về kinh tế mà còn yếu chiến tranh xẩy ra không thể cầm cự lâu dài vị lãnh đạo này mà nóng nẩy thì nguy và quá mạo hiểm
0.0,tên lửa triều tiên bán xa tới tới mỹ rồi do
4.0,con quái thú của triều tiên
0.0,tôi sùng bái con người này
4.0,nếu không vực dậy được nền kinh tế suy kiệt thì chế độ kim sẽ tiến dần đến ngày cáo chung
0.0,chơi với tộc kim thì làm lồn gì có lợi
1.0,quá giỏi không sợ bất cứ cường quốc nào
4.0,nhật bản là đất nước hùng manh như thế nào mà mỷ còn bẻ cô một phát một ba cái đồ vỷ tênh lửa ai mà sợ
0.0,kim chính ân mặc dù tuổi còn trẻ nhưng rất đa tài
1.0,nhiều người có biết thực ra bên đó như thế nào đâu mà toàn nghe người ta dắt mũi
6.0,tại sao lại không công bố hình ảnh của hàn quốc
0.0,đức độ là vậy
0.0,ở đất nước ông ta cầm quyền có cướp bóc không nhỉ
0.0,dua ca gian son dan foi khong vo thuc pham an
1.0,mà phải công nhận thằng cu ủn này quá giỏi
0.0,tsu cho qua
1.0,anh và chú của nó mà nó cũng giết
1.0,giọng nói này là của tú trinh rất hay
0.0,đất nước dân khổ thì thì đất nước đấy không thể tồn tại mãi được
0.0,ông kim muốn năm
0.0,tg ít nc được như triều tiên kể cả mỹ không thể làm được
1.0,bác un này hơi bị giỏi đấy đất nước ij cấm vận vậy mà vẫn sản xuất được vũ khí răng đe
0.0,triều tiên không sợ thằng nào trên thế giới
0.0,hừ hừ in như ft
1.0,dù là ai hại tuấn lâu đài phải bị đau đớn chết thê thảm và bị tù đày đoi khổ bởi sự thật luật pháp công lý và pháp luật tổng luật đảng chính trị tổng sắc lệnh chiến công tổng luật lệnh luật
0.0,chính trị
1.0,tt triều tiên tuyệt vời anh dũng chống lại mỹ dẫn dắt đất nước vững mạnh mẽ ngang bằng với nước cuba anh hùng sống cạnh bên cạnh nước mỹ
3.0,toi thích cuoc song xa hoi nhu bac triệu tien vay la tot nhat xa hoi yen binh moi người binh dang cong bang
0.0,sup do
0.0,bắc triều tiên còn hoàng đế mà cha truyền con nối mà
0.0,cọp thì không bao giờ sinh ra cừu được
2.0,heo mọi
2.0,tô điểm trí tuệ thăm dò mưu sinh
0.0,tuổi trẻ tài cao một mình chống lại cả thế giới phương tây
2.0,hôm nay ngày ngày bí bách cùng cực bế tắc thật sự rơi vào đường cung không có đường nào thoát ra được khoảng cách từ thiên đường đến địa ngục chỉ trong đêm mệt mỏi thật sự nhưng mình sẽ không bỏ cuộc đâu không khuất phục như vậy được năm sau mình sẽ quay lại để nt
2.0,câm mõm
2.0,kênh vô đạo đức này tồn tại
3.0,lạc đề treo đầ dê
0.0,tôi muốn hỏi lại văn sâm chứ đâu hỏi ông bạch mà nói lạc đề vậy
0.0,mẹ tiêu để một đường nội dung một nẻo
0.0,có thập không vậy hay chỉ là lời đồn
0.0,người ta hỏi lại văn sâm mà nói toàn là thanh bạch không hà
6.0,cau viiew roi
3.0,sâm chết ai cũng nừng sâm đa dâm quá
3.0,thất đức quá
2.0,hiênn nay mc lại văn sâm chết chưa
1.0,youtube không phải là nơi làm nội dung không đúng sự thật
3.0,bọn thất đức
3.0,kenh nhu db vay
6.0,thất đức
7.0,làm content như này nghỉ đi là vừa
0.0,khuyên mọi người từ nay không lên xem kênh này nữa mất hết uy tín và lòng tin rồi tự đăng kênh và tự xem thôi nha
0.0,mạng xh sinh ra để nói những điều tốt đẹp hữu ích cho cộng đồng chứ không phải để những người vô ích nói bừa nói gì cũng được đâu nha yêu cầu nhà nước hãy sử nghiêm đối với những phần tử xấu để xh mãi mãi được bình an hạnh phúc
3.0,nên đóng kênh này vĩnh viễn đi
0.0,mọi người không bao giờ coi kẻnh này người ta còn sống má nó dám đăng người ta chết
3.0,mồm lên da non à mà nói điêu vậy
0.0,tin vo van
2.0,có không vậy trời
6.0,sao giờ nhiều người ở không rảnh rỗi thế nhỉ
3.0,bọn cali chuẩn bị ăn cam ý
3.0,mẹ cha mày để tin nơi rồi nói ngã
0.0,tao lao
7.0,tào lao
1.0,bro nghĩ bro giỏi lắm cơdamn tin fake
1.0,mừng quá sâm bất tài bết đức đã chầu trời
3.0,tổ sư đứa nào làm lên video này mày rồi quả báo đến sớm thôi
3.0,yêu cầu kênh nói cho chuẩn không bao giờ xem
4.0,sao không xóa sổ kênh sl này đi
3.0,bò tót
1.0,kênh luyên thuyên này mà cũng cho hoạt động
6.0,quân bốc fet
0.0,bác sâm cũng chết nhưng chắc nhiều năm nữa
3.0,chúng mày nói như các
0.0,không có nha tháng trước tui coi youtube của mc khánh vy chú còn quay mà coi ròi bt nha
3.0,boc phet
0.0,mọi người đừng tin
0.0,phét ít thôi
0.0,ác vừa thôi
2.0,xin chia buồn cùng gia đình anh
3.0,báo chó người ta còn sống sờ sờ mà đăng vớ vẩn địt mẹ bọn vớ vẩn
0.0,tin việt nam này chuyên trù người ta chết
6.0,tiết lộ lời trăn trối cuối cùng của trương mỹ lan trước khi lãnh án t ử triết lý tinh hoa
3.0,tào lao nói thì hay lắm lấy like thì cũng phải có logic chứ
0.0,theo tôi là không nêntử hình việt nam có một o
3.0,đừng dẫn dắt dư luận nghiệp báo cũng lãnh đủ đấy triết lý nhân sinh gì ở đây
0.0,tào lao tứ đế trương mỹ lan đã được trắng án về nhà rồi chứ có bị giết đâu
2.0,bữa cơm đau
0.0,cầu cho mọi người luôn bình an
1.0,ok chương trình rất hay người nói có giống nói qua hay và làm cho người nghe nhiều xúc dong
2.0,ước gì không ai bị tử hình
0.0,ngày cũng chỉ an hai bữa cơm sao mà lại ngu thế nhỉ không biết du
3.0,hại biết bao người chết chưa hết tội
1.0,nam mô anh di đà phật nhân quả không chưa một ai
7.0,nghe chi mieng toi pham mieng phat tam xa
2.0,kẻ nào cũng thế khi sống đạp lên trên tất cả dẫm đập lên người dân đau khổ khi lĩnh án thì kể nể công lao kể hoàn cảnh không nghe kẻ bất lương sám hối
0.0,chết như thế nào thì cũng là chết muon van cái chết mà chết là hết song tốt cũng chết song tôi tu cũng là chết nhg chết mà để lại cho con cái rất rất nhiều nhiều tỷ thì cũng đáng chết còn tôi chết chả để lại cho con cái gì tốt để làm gì khi chết chỉ có hai bàn tay trắng
3.0,kênh này luôn nói tâm bây biết rõ thì nói không biết thì im lặng nói bậy để câu lay anh
3.0,triết lý tinh hoa mà ra thông tin như ăn cướp
3.0,nhiều tiền để làm gì
3.0,con mọt con sâu làm sao phải đau sót ăn cho lắm đục khoét cho nhiều kẻ làm suy tàn kinh tế của nhà nước tội này tử hình là đúng phải như thế mới làm gương cho những kẻ muốn làm sâu mọt muốn đục khoét tiền của tài sản của nhà nước việt nam
0.0,nam mô anh di đà phật nam mô anh di đà phật nam mô anh di đà phật
3.0,lòng tham không đáy dẫn dắt cho hành động biết bao người gia đình đã khổ vì lòng tham của bà
3.0,ngày trước nhìn gương mặt đẹp rạng ngời ai cũng mơ ước tiền nhiều để làm gì sung xướng trên mồ hôi nước mắt của biêys bao người dân nghèo khổ tòa án lương tâm cán cân công lí sử cho đúng người đúng tội đằng nào cũng chết chết sớm đỡ nhục
0.0,lúc hút máu của dân thì không ân hận
3.0,đáng đời
2.0,thời gian kéo dài nhận án tử sống còn khổ hơn chết tinh thần dằn vặt không chịu nổi thôi thì cũng hết một kiếp người tấm gương tử hình như vậy mà rất nhiều người lao vào những người người dư ăn dư mặc những người có ăn học những người có địa vị xã hội thật đáng buồn
0.0,có thể làm mà thậm tiền nhiều chết cũng có mang i ược đầu phật nói những kẻ tham ăn bớt ăn trặn không trước thì sau
0.0,lam nhân ba lập
1.0,chuyện còn dài dài lắm luyên thuyên
0.0,giut tit tao lao chua xong ma
1.0,chết là chuẩn
2.0,ăn nhiều tiền quá
5.0,biết trước ăn rồi chết thì làm ăn nổi
1.0,mày hại dan hại nước mày sẽ bị quả báo thôi than vãn gì
3.0,đọc tiểu thuyết à nhàm nhí
7.0,nhàm quá rồi nói nhiều quanh quẩn
0.0,tùm lum
1.0,bọn này nó lừa biết bao nhiêu người nhà tan của lát thập chi còn cũng theo vào tù luôn
3.0,bởi vì bà không tin vào nhân quả bà cứ tưởng ăn trên đầu ngồi trên tróc người khác mà thoát được vậy tự pháp lấy việc đầu mà làm
1.0,ok chương trình hay quá
1.0,tào lao phao tầm bậy là mệt
0.0,tôi nghĩ nếu bà trương mỹ lan khác phục được phần lớn hậu quả do mình gây ra thì pháp luật nên giảm án tử hình cho bà ta là tốt nhất
2.0,cũng vừa thôi tiền mà dùng như thế thì
0.0,lúc lợi dụng chức vụ quyền hạn tham ô tham nhũng hàng nghìn tỷ đồng thì chắc bà ta tha hồ hô mây gọi gió đi lại như một bóng ma coi dân đen như cỏ giác đúng trời cao cũng có mắt khi bị bắt và tòa phán quyết tử hình thì mới biết hối hận nhưng muộn rồi
0.0,tiền vàng chất chồng như núi khong không ai dại gì giết tin vịt
3.0,oan ức du làm phải không ăn bao nhiêu ngân ty đóng mà còn oán úc du vậy
2.0,cứ đổ hết tội trạng cho trương mỹ lan những người giúp sức cho bà lan mới cần xem xét nghiêm minh nếu không được giúp sức như vậy thì bà lan không thể phạm tội như vậy
1.0,em hy vọng kiếp sau chi sống tốt kiếp này lở lần chức chị kiếp tốt hơn
0.0,có ngon cũng ăn không lổi
3.0,khùng bả còn đang bị xử nhiều vụ nửa mà bửa cơm cúối cùng
0.0,xin thường niệm nam mô ngọc hoàng thượng đế vô cực đại thiên tôn nam mô anh di đà phật nam mô quán thế âm bồ tát nam mô cửu huyền thất tổ
6.0,chắc gì bà ta đã chết
2.0,khổ quá chết có mang theo được cái gì gì dù nhỏ đâu mà tham thế để bây giờ ân hận cũng không được nữa rồi
3.0,bà tham lam quá chứ còn sao
3.0,sảo trá cở nào cũng bị trả giá mà thôi
